응답자 ID,train 선호,train 비선호,valid 선호,valid 비선호
66884,"T_03442_90_hiphop_M.jpg, T_06031_60_mods_M.jpg, W_04740_00_metrosexual_M.jpg","T_15504_00_metrosexual_M.jpg, W_12729_00_metrosexual_M.jpg, W_24728_60_mods_M.jpg, W_26489_70_hippie_M.jpg",T_06031_60_mods_M.jpg,
67308,,"T_03442_90_hiphop_M.jpg, T_03573_80_bold_M.jpg, W_60188_10_sportivecasual_M.jpg",,W_52521_50_ivy_M.jpg
31811,"T_03825_60_mods_M.jpg, T_06759_60_mods_M.jpg, T_06781_60_mods_M.jpg, T_17210_19_normcore_M.jpg, T_21990_70_hippie_M.jpg","T_03472_00_metrosexual_M.jpg, T_17081_70_hippie_M.jpg, T_17265_19_normcore_M.jpg, T_21991_70_hippie_M.jpg, T_21992_70_hippie_M.jpg, W_12345_80_bold_M.jpg, W_12511_80_bold_M.jpg, W_12521_90_hiphop_M.jpg",,"T_17081_70_hippie_M.jpg, T_21992_70_hippie_M.jpg, W_12530_90_hiphop_M.jpg"
64621,"T_16010_10_sportivecasual_M.jpg, W_29596_10_sportivecasual_M.jpg","T_03472_00_metrosexual_M.jpg, W_24250_90_hiphop_M.jpg",W_28925_90_hiphop_M.jpg,"T_15794_80_bold_M.jpg, W_24250_90_hiphop_M.jpg"
67356,"T_03476_10_sportivecasual_M.jpg, T_06753_60_mods_M.jpg, T_15846_60_mods_M.jpg, T_15878_80_bold_M.jpg","T_03517_90_hiphop_M.jpg, T_03599_60_mods_M.jpg, T_03934_90_hiphop_M.jpg, W_23964_60_mods_M.jpg, W_26318_60_mods_M.jpg",,"T_07695_10_sportivecasual_M.jpg, W_23964_60_mods_M.jpg"
68574,"T_03476_10_sportivecasual_M.jpg, T_03561_10_sportivecasual_M.jpg, T_03673_10_sportivecasual_M.jpg",T_03504_10_sportivecasual_M.jpg,,"T_03529_10_sportivecasual_M.jpg, T_03587_10_sportivecasual_M.jpg"
66072,W_09151_60_mods_M.jpg,T_03504_10_sportivecasual_M.jpg,,T_07990_60_mods_M.jpg
66812,"T_16460_10_sportivecasual_M.jpg, W_02673_60_mods_M.jpg","T_03531_19_normcore_M.jpg, T_03787_90_hiphop_M.jpg, T_03791_90_hiphop_M.jpg, T_15370_00_metrosexual_M.jpg, W_04638_00_metrosexual_M.jpg",T_07717_80_bold_M.jpg,W_04638_00_metrosexual_M.jpg
66892,,T_03557_19_normcore_M.jpg,,
60538,"T_03570_19_normcore_M.jpg, T_03927_90_hiphop_M.jpg, T_08708_10_sportivecasual_M.jpg, W_06533_60_mods_M.jpg",W_24357_70_hippie_M.jpg,W_06533_60_mods_M.jpg,
66442,T_04506_90_hiphop_M.jpg,"T_03573_80_bold_M.jpg, W_06676_60_mods_M.jpg, W_07277_60_mods_M.jpg, W_10079_60_mods_M.jpg",W_15341_60_mods_M.jpg,"W_10079_60_mods_M.jpg, W_34080_70_hippie_M.jpg"
18953,"T_04869_10_sportivecasual_M.jpg, T_06438_60_mods_M.jpg, W_12866_60_mods_M.jpg","T_03582_90_hiphop_M.jpg, W_24728_60_mods_M.jpg","W_12866_60_mods_M.jpg, W_33259_70_hippie_M.jpg",T_06049_10_sportivecasual_M.jpg
29353,"T_04444_00_metrosexual_M.jpg, T_07184_60_mods_M.jpg, T_17273_19_normcore_M.jpg, W_12552_80_bold_M.jpg, W_15828_90_hiphop_M.jpg","T_03586_00_metrosexual_M.jpg, T_17298_19_normcore_M.jpg, W_13458_80_bold_M.jpg, W_15639_90_hiphop_M.jpg",,
67611,,"T_03586_00_metrosexual_M.jpg, W_24530_70_hippie_M.jpg, W_24533_70_hippie_M.jpg, W_24886_70_hippie_M.jpg",,
66765,"T_03588_19_normcore_M.jpg, T_16016_10_sportivecasual_M.jpg, T_16223_80_bold_M.jpg","T_03624_90_hiphop_M.jpg, T_12150_00_metrosexual_M.jpg, W_15468_00_metrosexual_M.jpg, W_32800_60_mods_M.jpg",W_12599_60_mods_M.jpg,W_32800_60_mods_M.jpg
60582,"T_03601_19_normcore_M.jpg, T_04854_10_sportivecasual_M.jpg, W_15120_60_mods_M.jpg",T_04695_90_hiphop_M.jpg,"T_03026_19_normcore_M.jpg, W_15120_60_mods_M.jpg",
25351,"T_14938_60_mods_M.jpg, T_17478_70_hippie_M.jpg","T_03623_00_metrosexual_M.jpg, T_04814_00_metrosexual_M.jpg, W_15159_80_bold_M.jpg, W_15666_90_hiphop_M.jpg",,W_16283_90_hiphop_M.jpg
67623,T_04002_90_hiphop_M.jpg,"T_03623_00_metrosexual_M.jpg, T_03951_00_metrosexual_M.jpg, W_25080_70_hippie_M.jpg","T_04002_90_hiphop_M.jpg, T_08382_10_sportivecasual_M.jpg",W_25174_70_hippie_M.jpg
23701,"W_12324_80_bold_M.jpg, W_15701_90_hiphop_M.jpg","T_03634_00_metrosexual_M.jpg, T_03643_00_metrosexual_M.jpg",W_15701_90_hiphop_M.jpg,
62082,"T_06438_60_mods_M.jpg, T_15949_10_sportivecasual_M.jpg","T_03634_00_metrosexual_M.jpg, T_06040_60_mods_M.jpg, W_15443_70_hippie_M.jpg, W_24432_60_mods_M.jpg",,T_04901_10_sportivecasual_M.jpg
67583,,"T_03634_00_metrosexual_M.jpg, T_03643_00_metrosexual_M.jpg, W_25107_70_hippie_M.jpg",,T_04469_90_hiphop_M.jpg
3686,,"T_03649_60_mods_M.jpg, T_03784_90_hiphop_M.jpg",,
62858,"T_04475_90_hiphop_M.jpg, T_04571_90_hiphop_M.jpg, T_07666_00_metrosexual_M.jpg, T_09778_00_metrosexual_M.jpg","T_03649_60_mods_M.jpg, W_23958_60_mods_M.jpg, W_24100_60_mods_M.jpg",T_07666_00_metrosexual_M.jpg,W_23958_60_mods_M.jpg
67153,"T_03649_60_mods_M.jpg, W_25553_60_mods_M.jpg",T_06429_10_sportivecasual_M.jpg,,
7862,T_04685_90_hiphop_M.jpg,"T_03653_60_mods_M.jpg, T_15586_80_bold_M.jpg, W_15461_70_hippie_M.jpg, W_30241_80_bold_M.jpg",W_16690_60_mods_M.jpg,T_07101_10_sportivecasual_M.jpg
67062,W_01490_60_mods_M.jpg,"T_03653_60_mods_M.jpg, T_03656_90_hiphop_M.jpg, T_04232_10_sportivecasual_M.jpg, T_16297_80_bold_M.jpg, W_15287_60_mods_M.jpg",,
67028,"T_03796_90_hiphop_M.jpg, T_15509_80_bold_M.jpg","T_03656_90_hiphop_M.jpg, W_04245_70_hippie_M.jpg, W_04685_00_metrosexual_M.jpg, W_12402_00_metrosexual_M.jpg, W_16352_00_metrosexual_M.jpg",,W_04245_70_hippie_M.jpg
66454,T_03663_60_mods_M.jpg,"W_17706_70_hippie_M.jpg, W_24013_60_mods_M.jpg, W_24038_60_mods_M.jpg",T_03529_10_sportivecasual_M.jpg,
66440,,"T_03685_80_bold_M.jpg, W_10810_60_mods_M.jpg, W_26296_70_hippie_M.jpg, W_51060_50_ivy_M.jpg",,T_01896_19_normcore_M.jpg
67430,"T_03693_00_metrosexual_M.jpg, T_06781_60_mods_M.jpg",,,
67525,T_04188_10_sportivecasual_M.jpg,T_03693_00_metrosexual_M.jpg,,
66271,"T_03791_90_hiphop_M.jpg, T_04029_90_hiphop_M.jpg, T_04697_90_hiphop_M.jpg, T_07844_10_sportivecasual_M.jpg, T_15576_10_sportivecasual_M.jpg","T_03699_90_hiphop_M.jpg, T_07187_10_sportivecasual_M.jpg, T_14930_60_mods_M.jpg, W_25650_00_metrosexual_M.jpg",T_07844_10_sportivecasual_M.jpg,
66922,"T_16104_10_sportivecasual_M.jpg, W_06573_60_mods_M.jpg","T_03699_90_hiphop_M.jpg, T_03936_90_hiphop_M.jpg, T_16180_10_sportivecasual_M.jpg, W_00062_00_metrosexual_M.jpg",,
60029,"T_03736_90_hiphop_M.jpg, T_06458_10_sportivecasual_M.jpg, T_06507_10_sportivecasual_M.jpg, W_00007_60_mods_M.jpg, W_02741_50_ivy_M.jpg, W_15856_60_mods_M.jpg",W_15635_70_hippie_M.jpg,"T_15538_10_sportivecasual_M.jpg, W_09156_50_ivy_M.jpg, W_15856_60_mods_M.jpg",
43768,T_06870_10_sportivecasual_M.jpg,"T_03767_90_hiphop_M.jpg, W_24381_70_hippie_M.jpg",,
54629,T_03826_10_sportivecasual_M.jpg,"T_03771_10_sportivecasual_M.jpg, T_03821_10_sportivecasual_M.jpg",,
67489,T_03771_10_sportivecasual_M.jpg,,,
66742,"T_03787_90_hiphop_M.jpg, T_07819_60_mods_M.jpg, W_05880_60_mods_M.jpg","W_16051_60_mods_M.jpg, W_16710_00_metrosexual_M.jpg",T_04457_10_sportivecasual_M.jpg,
66801,"T_03787_90_hiphop_M.jpg, T_16057_10_sportivecasual_M.jpg, T_16354_10_sportivecasual_M.jpg","T_06438_60_mods_M.jpg, T_07839_10_sportivecasual_M.jpg, W_24283_00_metrosexual_M.jpg, W_27709_00_metrosexual_M.jpg",,W_16704_00_metrosexual_M.jpg
67607,"T_07211_10_sportivecasual_M.jpg, T_07214_10_sportivecasual_M.jpg, T_15480_80_bold_M.jpg","T_03791_90_hiphop_M.jpg, T_07215_10_sportivecasual_M.jpg, T_15878_80_bold_M.jpg","T_07252_10_sportivecasual_M.jpg, T_15527_80_bold_M.jpg",
28782,"T_03796_90_hiphop_M.jpg, T_03945_90_hiphop_M.jpg, W_24155_60_mods_M.jpg, W_28849_70_hippie_M.jpg",W_15283_60_mods_M.jpg,,
31997,"T_03842_19_normcore_W.jpg, T_05052_50_classic_W.jpg, T_13533_90_hiphop_W.jpg, T_15701_00_ecology_W.jpg, W_18464_50_classic_W.jpg",,,
66525,"T_05254_19_normcore_W.jpg, T_06237_10_athleisure_W.jpg, T_08139_19_normcore_W.jpg, W_03767_60_popart_W.jpg",T_03849_19_normcore_W.jpg,T_00803_50_classic_W.jpg,
21611,"T_13488_19_genderless_W.jpg, W_14139_90_lingerie_W.jpg","T_03859_90_kitsch_W.jpg, T_11538_19_normcore_W.jpg, T_12594_80_powersuit_W.jpg, W_13789_60_space_W.jpg, W_20551_70_hippie_W.jpg",,W_13789_60_space_W.jpg
37552,,"T_03859_90_kitsch_W.jpg, T_11984_00_cityglam_W.jpg",,
66691,"T_03876_90_hiphop_M.jpg, T_04463_10_sportivecasual_M.jpg, W_52231_50_ivy_M.jpg","T_10880_00_metrosexual_M.jpg, W_10058_60_mods_M.jpg, W_15692_60_mods_M.jpg, W_15795_70_hippie_M.jpg",W_52231_50_ivy_M.jpg,
67220,"T_03925_90_hiphop_M.jpg, T_17082_19_normcore_M.jpg, W_07369_90_hiphop_M.jpg","T_03933_90_hiphop_M.jpg, W_12170_80_bold_M.jpg, W_12171_80_bold_M.jpg, W_24537_70_hippie_M.jpg","W_07369_90_hiphop_M.jpg, W_24535_70_hippie_M.jpg",
67009,,T_03927_90_hiphop_M.jpg,,
66941,"T_04012_60_mods_M.jpg, T_04836_10_sportivecasual_M.jpg","T_03936_90_hiphop_M.jpg, T_16542_10_sportivecasual_M.jpg, W_16501_70_hippie_M.jpg",T_16483_10_sportivecasual_M.jpg,W_16501_70_hippie_M.jpg
30726,"T_16427_10_sportivecasual_M.jpg, W_04206_60_mods_M.jpg, W_24517_70_hippie_M.jpg","T_03945_90_hiphop_M.jpg, T_07666_00_metrosexual_M.jpg, W_15647_70_hippie_M.jpg",W_24517_70_hippie_M.jpg,T_07666_00_metrosexual_M.jpg
54840,"T_06030_00_metrosexual_M.jpg, T_15899_60_mods_M.jpg, W_15327_80_bold_M.jpg","T_03951_00_metrosexual_M.jpg, T_17353_19_normcore_M.jpg, W_12698_80_bold_M.jpg, W_15716_90_hiphop_M.jpg",,W_15716_90_hiphop_M.jpg
62453,T_07757_10_sportivecasual_M.jpg,"T_03952_90_hiphop_M.jpg, W_00514_90_hiphop_M.jpg",,T_03944_90_hiphop_M.jpg
66161,"T_03952_90_hiphop_M.jpg, T_04179_60_mods_M.jpg, T_15505_00_metrosexual_M.jpg, T_15511_00_metrosexual_M.jpg",W_53241_80_bold_M.jpg,,T_04469_90_hiphop_M.jpg
66983,"T_06825_10_sportivecasual_M.jpg, T_16619_80_bold_M.jpg","T_03959_90_hiphop_M.jpg, T_04519_90_hiphop_M.jpg, W_11096_00_metrosexual_M.jpg, W_11145_00_metrosexual_M.jpg, W_15447_70_hippie_M.jpg",T_06825_10_sportivecasual_M.jpg,T_15497_10_sportivecasual_M.jpg
498,T_04002_90_hiphop_M.jpg,W_24212_70_hippie_M.jpg,T_04002_90_hiphop_M.jpg,T_04469_90_hiphop_M.jpg
67043,"T_04010_80_bold_M.jpg, T_04029_90_hiphop_M.jpg, T_15618_80_bold_M.jpg, T_15846_60_mods_M.jpg",,,
67045,"T_04010_80_bold_M.jpg, W_16542_00_metrosexual_M.jpg, W_24109_60_mods_M.jpg","T_08839_10_sportivecasual_M.jpg, T_15587_10_sportivecasual_M.jpg, T_16289_10_sportivecasual_M.jpg, W_11067_00_metrosexual_M.jpg, W_15587_70_hippie_M.jpg, W_24923_00_metrosexual_M.jpg",W_24109_60_mods_M.jpg,"T_07764_10_sportivecasual_M.jpg, W_11067_00_metrosexual_M.jpg, W_24923_00_metrosexual_M.jpg"
60431,"T_04012_60_mods_M.jpg, T_04131_10_sportivecasual_M.jpg, T_04484_90_hiphop_M.jpg, W_17202_60_mods_M.jpg","W_10073_70_hippie_M.jpg, W_62525_90_hiphop_M.jpg","W_15341_60_mods_M.jpg, W_17202_60_mods_M.jpg","T_08513_60_mods_M.jpg, W_10073_70_hippie_M.jpg"
67109,T_04035_10_sportivecasual_M.jpg,"T_04237_90_hiphop_M.jpg, T_06817_60_mods_M.jpg, T_15480_80_bold_M.jpg, W_17732_00_metrosexual_M.jpg, W_55375_90_hiphop_M.jpg",,
68639,,T_04035_10_sportivecasual_M.jpg,,
66989,"T_04046_90_hiphop_M.jpg, T_16393_10_sportivecasual_M.jpg, W_02681_60_mods_M.jpg, W_32524_00_metrosexual_M.jpg",,,
67155,,"T_04046_90_hiphop_M.jpg, W_07133_60_mods_M.jpg, W_10058_60_mods_M.jpg, W_15440_70_hippie_M.jpg, W_32383_00_metrosexual_M.jpg",T_15817_80_bold_M.jpg,"W_15440_70_hippie_M.jpg, W_32383_00_metrosexual_M.jpg"
62863,T_10547_19_normcore_W.jpg,"T_04062_10_sportivecasual_W.jpg, T_04396_10_sportivecasual_W.jpg, W_04825_50_classic_W.jpg",,T_04062_10_sportivecasual_W.jpg
67419,"T_04067_90_hiphop_W.jpg, T_04068_90_hiphop_W.jpg",,,
59607,T_04097_90_hiphop_W.jpg,,,
67432,T_04097_90_hiphop_W.jpg,T_12027_00_oriental_W.jpg,,
63568,T_04101_10_sportivecasual_W.jpg,W_14085_50_feminine_W.jpg,T_04101_10_sportivecasual_W.jpg,
64349,T_04101_10_sportivecasual_W.jpg,,T_04101_10_sportivecasual_W.jpg,
66748,"T_04101_10_sportivecasual_W.jpg, T_13163_90_hiphop_W.jpg, W_00332_70_disco_W.jpg",,T_04101_10_sportivecasual_W.jpg,
67514,,"T_04127_10_sportivecasual_M.jpg, T_04553_90_hiphop_M.jpg",,
68694,T_04137_10_sportivecasual_M.jpg,"T_04127_10_sportivecasual_M.jpg, T_04131_10_sportivecasual_M.jpg",,
66388,T_04128_80_bold_M.jpg,"T_09778_00_metrosexual_M.jpg, W_16295_70_hippie_M.jpg, W_16719_70_hippie_M.jpg",T_02082_19_normcore_M.jpg,W_16295_70_hippie_M.jpg
66914,"T_04128_80_bold_M.jpg, T_04212_90_hiphop_M.jpg, T_04765_00_metrosexual_M.jpg","W_15856_60_mods_M.jpg, W_30017_60_mods_M.jpg",T_04765_00_metrosexual_M.jpg,W_15856_60_mods_M.jpg
21203,"T_04179_60_mods_M.jpg, T_04765_00_metrosexual_M.jpg, T_14304_60_mods_M.jpg, T_16774_70_hippie_M.jpg, T_17219_19_normcore_M.jpg, T_17220_19_normcore_M.jpg, T_17221_19_normcore_M.jpg, T_17311_19_normcore_M.jpg, W_12573_90_hiphop_M.jpg","T_04781_00_metrosexual_M.jpg, W_15140_80_bold_M.jpg","T_04765_00_metrosexual_M.jpg, T_14304_60_mods_M.jpg",W_15140_80_bold_M.jpg
68772,T_04216_10_sportivecasual_M.jpg,"T_04188_10_sportivecasual_M.jpg, T_04192_10_sportivecasual_M.jpg, T_04200_10_sportivecasual_M.jpg, T_04201_10_sportivecasual_M.jpg, T_04206_10_sportivecasual_M.jpg, T_04208_10_sportivecasual_M.jpg, T_04232_10_sportivecasual_M.jpg, T_04234_10_sportivecasual_M.jpg, T_04238_10_sportivecasual_M.jpg",,T_04217_10_sportivecasual_M.jpg
67299,"T_04192_10_sportivecasual_M.jpg, T_15409_00_metrosexual_M.jpg, T_15520_10_sportivecasual_M.jpg, T_16276_80_bold_M.jpg, W_01689_60_mods_M.jpg, W_02699_60_mods_M.jpg",T_16502_10_sportivecasual_M.jpg,,
67353,"T_04201_10_sportivecasual_M.jpg, T_04206_10_sportivecasual_M.jpg",,,
29753,"T_04727_10_sportivecasual_M.jpg, T_16403_10_sportivecasual_M.jpg, W_15262_60_mods_M.jpg","T_04233_90_hiphop_M.jpg, T_15647_10_sportivecasual_M.jpg, W_11075_00_metrosexual_M.jpg, W_26413_00_metrosexual_M.jpg",T_16387_10_sportivecasual_M.jpg,"T_02946_90_hiphop_M.jpg, W_15508_60_mods_M.jpg"
67517,,T_04234_10_sportivecasual_M.jpg,W_25163_90_hiphop_M.jpg,
57818,"T_04242_00_ecology_W.jpg, T_04377_00_cityglam_W.jpg, T_13343_19_normcore_W.jpg, T_13354_19_normcore_W.jpg","T_11796_10_sportivecasual_W.jpg, T_13758_19_normcore_W.jpg","T_04242_00_ecology_W.jpg, T_13756_19_normcore_W.jpg",
66957,T_04242_00_ecology_W.jpg,,T_04242_00_ecology_W.jpg,
26373,W_03060_50_feminine_W.jpg,"T_04251_10_sportivecasual_W.jpg, T_04396_10_sportivecasual_W.jpg",,W_44789_80_powersuit_W.jpg
60743,"T_04251_10_sportivecasual_W.jpg, T_05353_19_lounge_W.jpg, T_07312_50_classic_W.jpg",W_34093_60_minimal_W.jpg,,W_34093_60_minimal_W.jpg
61215,W_03144_50_classic_W.jpg,"T_04251_10_sportivecasual_W.jpg, T_09620_00_ecology_W.jpg",W_03144_50_classic_W.jpg,
55661,"T_04253_90_grunge_W.jpg, T_06214_10_sportivecasual_W.jpg",W_35674_60_minimal_W.jpg,,
67712,T_04253_90_grunge_W.jpg,T_12065_00_cityglam_W.jpg,,
61765,T_12140_80_bodyconscious_W.jpg,T_04262_10_sportivecasual_W.jpg,W_48457_60_minimal_W.jpg,T_10151_19_normcore_W.jpg
66571,"T_04328_00_cityglam_W.jpg, T_05181_19_normcore_W.jpg",T_04262_10_sportivecasual_W.jpg,T_07373_90_kitsch_W.jpg,
66887,"T_04262_10_sportivecasual_W.jpg, T_13238_10_sportivecasual_W.jpg, T_15699_19_lounge_W.jpg, W_00152_50_feminine_W.jpg, W_08767_60_minimal_W.jpg","T_15721_00_ecology_W.jpg, W_09957_50_feminine_W.jpg",W_00152_50_feminine_W.jpg,
64034,,"T_04268_19_normcore_W.jpg, T_06551_19_normcore_W.jpg",,
67491,"T_04273_19_normcore_W.jpg, T_13627_10_sportivecasual_W.jpg",T_04620_90_hiphop_W.jpg,T_13627_10_sportivecasual_W.jpg,
64317,"T_04307_19_normcore_W.jpg, T_08112_10_sportivecasual_W.jpg, W_36393_70_hippie_W.jpg",W_18482_50_feminine_W.jpg,,W_18482_50_feminine_W.jpg
66889,"T_04309_00_cityglam_W.jpg, T_14217_10_sportivecasual_W.jpg, W_03842_50_feminine_W.jpg",,"T_08898_60_minimal_W.jpg, W_03842_50_feminine_W.jpg",
66891,"T_04309_00_cityglam_W.jpg, T_07415_90_hiphop_W.jpg, W_18297_50_classic_W.jpg","T_13363_10_sportivecasual_W.jpg, T_14195_10_sportivecasual_W.jpg, T_15669_19_normcore_W.jpg, W_01927_50_feminine_W.jpg, W_02444_70_punk_W.jpg",,"T_00631_60_minimal_W.jpg, T_14195_10_sportivecasual_W.jpg"
58946,"T_04319_19_normcore_W.jpg, T_04324_19_genderless_W.jpg, T_05175_90_grunge_W.jpg, T_06909_50_classic_W.jpg, T_14036_10_sportivecasual_W.jpg",T_08885_90_lingerie_W.jpg,,
67292,"T_04328_00_cityglam_W.jpg, T_05818_00_cityglam_W.jpg, T_08285_10_sportivecasual_W.jpg, W_14804_50_feminine_W.jpg",,,
63922,T_04335_10_sportivecasual_W.jpg,"W_11220_50_feminine_W.jpg, W_55529_10_sportivecasual_W.jpg",,
67573,"T_04335_10_sportivecasual_W.jpg, T_10803_19_normcore_W.jpg, T_10809_19_normcore_W.jpg",,,
62469,T_04352_19_normcore_W.jpg,W_35000_10_sportivecasual_W.jpg,,
66164,T_04363_90_hiphop_W.jpg,,T_02333_50_classic_W.jpg,T_13656_10_sportivecasual_W.jpg
67726,,"T_04363_90_hiphop_W.jpg, T_04620_90_hiphop_W.jpg, T_12099_00_cityglam_W.jpg, T_12154_00_ecology_W.jpg",,
66318,"T_04377_00_cityglam_W.jpg, T_10478_10_sportivecasual_W.jpg, T_13305_10_sportivecasual_W.jpg",T_12328_80_powersuit_W.jpg,T_10768_10_sportivecasual_W.jpg,
67497,"T_04394_19_normcore_W.jpg, T_05407_50_classic_W.jpg, T_05790_90_hiphop_W.jpg, T_14221_10_sportivecasual_W.jpg, T_16525_10_sportivecasual_W.jpg",,,
64057,"T_04395_50_classic_W.jpg, T_05805_19_normcore_W.jpg, T_07408_19_normcore_W.jpg",T_13574_80_powersuit_W.jpg,,
67352,"T_04395_50_classic_W.jpg, T_05039_50_classic_W.jpg, T_13248_10_sportivecasual_W.jpg",,,
51498,T_04406_19_normcore_W.jpg,"W_18729_50_classic_W.jpg, W_59783_00_ecology_W.jpg",W_09415_50_classic_W.jpg,
66886,"T_04895_10_sportivecasual_M.jpg, W_27765_60_mods_M.jpg","T_04475_90_hiphop_M.jpg, T_08345_10_sportivecasual_M.jpg, W_01726_60_mods_M.jpg, W_01818_60_mods_M.jpg, W_16962_60_mods_M.jpg",W_27765_60_mods_M.jpg,
67516,T_04475_90_hiphop_M.jpg,W_25471_70_hippie_M.jpg,,
6237,"T_04482_90_hiphop_M.jpg, T_06371_80_bold_M.jpg, T_07605_00_metrosexual_M.jpg",W_15568_70_hippie_M.jpg,T_06371_80_bold_M.jpg,
67636,"T_04781_00_metrosexual_M.jpg, T_08480_10_sportivecasual_M.jpg, T_08501_10_sportivecasual_M.jpg","T_04499_90_hiphop_M.jpg, T_04782_00_metrosexual_M.jpg, T_04814_00_metrosexual_M.jpg, W_25678_70_hippie_M.jpg",,
58923,T_04506_90_hiphop_M.jpg,"T_04524_90_hiphop_M.jpg, T_08511_10_sportivecasual_M.jpg",,T_04524_90_hiphop_M.jpg
66718,,"T_04514_90_hiphop_M.jpg, T_16624_00_metrosexual_M.jpg, W_01463_60_mods_M.jpg, W_04409_00_metrosexual_M.jpg, W_25030_70_hippie_M.jpg",T_07717_80_bold_M.jpg,W_01463_60_mods_M.jpg
66443,,"T_04519_90_hiphop_M.jpg, W_00951_70_hippie_M.jpg",,W_12599_60_mods_M.jpg
66713,"T_04524_90_hiphop_M.jpg, T_06583_10_sportivecasual_M.jpg, W_02958_60_mods_M.jpg",,"T_04524_90_hiphop_M.jpg, T_08498_10_sportivecasual_M.jpg",
32250,,"T_04537_90_hiphop_M.jpg, T_08733_10_sportivecasual_M.jpg, T_08754_10_sportivecasual_M.jpg",,T_04526_90_hiphop_M.jpg
63690,"T_04537_90_hiphop_M.jpg, T_16034_10_sportivecasual_M.jpg, W_04251_50_ivy_M.jpg, W_07133_60_mods_M.jpg, W_16422_10_sportivecasual_M.jpg","W_02726_00_metrosexual_M.jpg, W_06231_90_hiphop_M.jpg, W_06916_70_hippie_M.jpg, W_10779_50_ivy_M.jpg, W_11103_00_metrosexual_M.jpg, W_15545_70_hippie_M.jpg, W_29897_60_mods_M.jpg",W_17854_10_sportivecasual_M.jpg,"W_10779_50_ivy_M.jpg, W_29897_60_mods_M.jpg"
6339,"T_06843_10_sportivecasual_M.jpg, T_07819_60_mods_M.jpg","T_04562_90_hiphop_M.jpg, T_04583_90_hiphop_M.jpg, T_15308_80_bold_M.jpg, W_07382_00_metrosexual_M.jpg, W_48687_60_mods_M.jpg",,W_48687_60_mods_M.jpg
66550,"T_07792_80_bold_M.jpg, W_15295_60_mods_M.jpg, W_24155_60_mods_M.jpg","T_04562_90_hiphop_M.jpg, W_10079_60_mods_M.jpg, W_16693_70_hippie_M.jpg, W_25444_60_mods_M.jpg, W_52140_70_hippie_M.jpg","T_07990_60_mods_M.jpg, W_15295_60_mods_M.jpg","W_10079_60_mods_M.jpg, W_16693_70_hippie_M.jpg, W_52140_70_hippie_M.jpg"
27727,"T_15658_10_sportivecasual_M.jpg, W_10062_60_mods_M.jpg, W_17909_60_mods_M.jpg","T_04568_90_hiphop_M.jpg, W_15192_00_metrosexual_M.jpg, W_15448_70_hippie_M.jpg",T_03447_19_normcore_M.jpg,W_15192_00_metrosexual_M.jpg
45010,T_08808_10_sportivecasual_M.jpg,T_04568_90_hiphop_M.jpg,,
42728,"T_15466_00_metrosexual_M.jpg, T_15468_10_sportivecasual_M.jpg","T_04583_90_hiphop_M.jpg, T_15585_10_sportivecasual_M.jpg, W_03287_60_mods_M.jpg",,
62925,"T_06090_00_metrosexual_M.jpg, T_08826_10_sportivecasual_M.jpg",T_04601_90_hiphop_M.jpg,,
67076,W_09127_60_mods_M.jpg,"T_04601_90_hiphop_M.jpg, T_05003_10_sportivecasual_M.jpg, T_06498_00_metrosexual_M.jpg, T_06755_80_bold_M.jpg, W_15236_60_mods_M.jpg",,
67097,,T_04601_90_hiphop_M.jpg,,
67652,"T_09079_10_sportivecasual_M.jpg, T_09089_10_sportivecasual_M.jpg, T_09123_10_sportivecasual_M.jpg, T_09125_10_sportivecasual_M.jpg, W_00087_90_hiphop_M.jpg","T_04614_90_hiphop_M.jpg, T_06511_00_metrosexual_M.jpg, W_27819_70_hippie_M.jpg",,W_27819_70_hippie_M.jpg
61661,"T_04622_90_hiphop_W.jpg, T_09644_60_popart_W.jpg, W_01116_50_feminine_W.jpg, W_19067_50_classic_W.jpg","T_07068_10_sportivecasual_W.jpg, T_15016_80_bodyconscious_W.jpg, W_11932_50_feminine_W.jpg",W_14572_50_classic_W.jpg,T_11899_80_bodyconscious_W.jpg
66529,T_04622_90_hiphop_W.jpg,"W_03504_60_popart_W.jpg, W_11626_60_minimal_W.jpg, W_63956_80_powersuit_W.jpg",,"T_06232_19_lounge_W.jpg, T_06254_19_normcore_W.jpg"
66522,"T_04638_19_normcore_W.jpg, W_09651_60_space_W.jpg",W_47873_70_punk_W.jpg,,
24223,,"T_04643_90_kitsch_W.jpg, T_05586_90_hiphop_W.jpg, W_14711_50_feminine_W.jpg",T_04636_90_hiphop_W.jpg,
43083,T_09557_00_ecology_W.jpg,T_04649_90_kitsch_W.jpg,"T_04302_19_normcore_W.jpg, T_04636_90_hiphop_W.jpg, T_12084_80_bodyconscious_W.jpg",
67734,T_05790_90_hiphop_W.jpg,"T_04649_90_kitsch_W.jpg, T_12602_00_oriental_W.jpg",,
24212,T_04655_10_sportivecasual_W.jpg,,,
60289,T_04655_10_sportivecasual_W.jpg,"W_14057_60_minimal_W.jpg, W_18797_70_disco_W.jpg",,W_06358_60_minimal_W.jpg
65360,"T_04655_10_sportivecasual_W.jpg, T_07341_10_sportivecasual_W.jpg",,,
66564,"T_04670_19_normcore_W.jpg, T_08047_10_sportivecasual_W.jpg",,T_07894_10_sportivecasual_W.jpg,
66829,T_04673_90_kitsch_W.jpg,T_14461_19_normcore_W.jpg,,
